PROCEDIMENTO,RN(alteração),VIGÊNCIA,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,PAC,DUT,SUBGRUPO,GRUPO,CAPÍTULO
DILATAÇÃO URETRAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
DESSENSIBILIZAÇÃO DENTÁRIA,nan,nan,Seg. Odontológica,nan,nan,nan,nan,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
ESTIMULAÇÃO ELÉTRICA TRANSCUTÂNEA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,24.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
FOTOTERAPIA COM UVA (PUVA) PARA TRATAMENTO DE PSORÍASE OU VITILIGO,nan,nan,nan,Seg. Ambulatorial,nan,nan,REF,PAC,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
INSTILAÇÃO VESICAL OU URETRAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
LESÕES MÚSCULO TENDINOSAS - TRATAMENTO INCRUENTO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO INESPECÍFICA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
PLANEJAMENTO TÉCNICO DA IMUNOTERAPIA ALÉRGENO-ESPECÍFICA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
PRIAPISMO - TRATAMENTO NÃO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
PULSOTERAPIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
OXIGENOTERAPIA HIPERBÁRICA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,nan,HCO,HSO,REF,PAC,58.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
REDUÇÃO DE LUXAÇÃO DA ATM (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,Seg. Odontológica,Seg. Ambulatorial,HCO,HSO,REF,nan,96.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
REMINERALIZAÇÃO DENTÁRIA,nan,nan,Seg. Odontológica,nan,nan,nan,nan,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
SESSÃO DE ACUPUNTURA,nan,nan,nan,Seg. Ambulatorial,nan,nan,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA AVANÇADA PARA O TRATAMENTO DA ATROFIA MUSCULAR ESPINHAL (COM DIRETRIZ DEUTILIZAÇÃO),571/2023,10/02/2023,nan,nan,HCO,HSO,REF,PAC,159.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA PARA DOENÇA DE FABRY CLÁSSICA (COM DIRETRIZDE UTILIZAÇÃO),581/2023599/2024,12/07/202305/03/2024,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,161.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA COM ALFACERLIPONASE PARA LIPOFUSCINOSE CEROIDE NEURONAL TIPO 2 (CLN2) (COM DIRETRIZDE UTILIZAÇÃO),538/2022,22/10/2022,nan,nan,HCO,HSO,REF,PAC,153.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
"TERAPIA IMUNOBIOLÓGICA ENDOVENOSA, INTRAMUSCULAR OU SUBCUTÂNEA (COM DIRETRIZ DEUTILIZAÇÃO)",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,65.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA IMUNOPROFILÁTICA PARA O VÍRUS SINCICIAL RESPIRATÓRIO (VSR) (COM DIRETRIZ DE UTILIZAÇÃO),465/2021624/2024,01/04/202103/02/2025,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,124.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA INALATÓRIA (NEBULIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA INTRAVENOSA COM ÁCIDO ZOLEDRÔNICO (COM DIRETRIZ DE UTILIZAÇÃO),592/2023,18/12/2023,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,163.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA MEDICAMENTOSA INJETÁVEL AMBULATORIAL (COM DIRETRIZ DE UTILIZAÇÃO),546/2022,03/10/2022,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,158.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA ONCOLÓGICA - PLANEJAMENTO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO DE MEDICAMENTOS POR VIA INTRACAVITÁRIA OU INTRATECAL,nan,nan,nan,nan,HCO,HSO,REF,PAC,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA ONCOLÓGICA COM APLICAÇÃO INTRA-ARTERIAL OU INTRAVENOSA DE MEDICAMENTOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,PAC,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA ONCOLÓGICA MEDICAMENTOSA PEROPERATÓRIA,nan,nan,nan,nan,HCO,HSO,REF,PAC,nan,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,148.0,TERAPÊUTICA,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
APÊNDICE PRÉ-AURICULAR - RESSECÇÃO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
APLICAÇÃO DE CONTRACEPTIVO HORMONAL INJETÁVEL (COM DIRETRIZ DE UTILIZAÇÃO),538/2022,22/10/2022,nan,Seg. Ambulatorial,nan,nan,REF,nan,154.0,PROCEDIMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
IMPLANTE SUBDÉRMICO HORMONAL PARA CONTRACEPÇÃO (COM DIRETRIZ DE UTILIZAÇÃO),619/2024,02/01/2025,nan,Seg. Ambulatorial,nan,nan,REF,nan,170.0,PROCEDIMENTOS,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES,PROCEDIMENTOS CLÍNICOS AMBULATORIAISE HOSPITALARES
AUTONOMIZAÇÃO DE RETALHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
BIÓPSIA DE FACE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"BIÓPSIA DE PELE, TUMORES SUPERFICIAIS, TECIDO CELULAR SUBCUTÂNEO, LINFONODO SUPERFICIAL,UNHA, ETC",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CALOSIDADE E/OU MAL PERFURANTE - DESBASTAMENTO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CANTOPLASTIA UNGUEAL,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CAUTERIZAÇÃO QUÍMICA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CIRURGIA DA HIDROSADENITE,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CORREÇÃO CIRÚRGICA DE SEQUELAS DE ALOPECIA TRAUMÁTICA COM MICROENXERTOS PILOSOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CORREÇÃO DE DEFORMIDADES POR EXÉRESE DE TUMORES OU SEQÜELAS DE TRAUMATISMOS COM OEMPREGO DE EXPANSORES EM RETALHOS CUTÂNEOS, MUSCULARES E/OU MIOCUTÂNEOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CRIOCIRURGIA (NITROGÊNIO LÍQUIDO) DE NEOPLASIAS CUTÂNEAS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO DE QUEIMADURAS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
CURATIVO ESPECIAL SOB ANESTESIA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"CURETAGEM, ELETROCOAGULAÇÃO E/OU DERMOABRASÃO DE LESÕES DE PELE E MUCOSAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ABDOMINOPLASTIA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,nan,HCO,HSO,REF,nan,18.0,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO CIRÚRGICO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
DESBRIDAMENTO DE FERIMENTOS INFECTADOS E MORDIDAS DE ANIMAIS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"ENXERTO DE CARTILAGEM, MUCOSA E/OU COMPOSTO",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO DE PELE MÚLTIPLO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ENXERTO OU HOMOENXERTO DE PELE,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCALPO - TRATAMENTO CIRÚRGICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
ESCAROTOMIA DESCOMPRESSIVA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE HIGROMA CÍSTICO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO COM AUTO-ENXERTIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE LESÃO DE PELE E MUCOSAS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE TUMOR DE PARTES MOLES,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE DE UNHA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXÉRESE E SUTURA DE LESÕES COM OU SEM ROTAÇÃO DE RETALHOS,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
EXPANSÃO TISSULAR,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXCISÃO E RETALHOS CUTÂNEOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E EMPREGO DE RETALHOS CUTÂNEOS OUMUSCULARES CRUZADOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E RETALHOS CUTÂNEOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHO FASCIOCUTÂNEOOU AXIAL",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MIOCUTÂNEOS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES OU TUMORES - EXÉRESE E ROTAÇÃO DE RETALHOS MUSCULARES",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"EXTENSOS FERIMENTOS, CICATRIZES, OU TUMORES - EXÉRESE E ENXERTO CUTÂNEO",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"INCISÃO E DRENAGEM DE ABSCESSO, HEMATOMA, FLEGMÃO E/OU PANARÍCIO",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"INFILTRAÇÃO INTRALESIONAL, CICATRICIAL E HEMANGIOMAS",nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
MATRICECTOMIA,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
LASERTERAPIA PARA O TRATAMENTO DA MUCOSITE ORAL/OROFARINGE (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,51.0,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
PLÁSTICA EM Z OU W,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RECONSTRUÇÃO COM RETALHOS DE GÁLEA APONEURÓTICA,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"RETALHO CUTÂNEO, MUSCULAR OU COMPOSTO (INCLUINDO CARTILAGEM OU OSSO)",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETIRADA DE CORPO ESTRANHO SUBCUTÂNEO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO CICATRICIAL DE ZONA DE FLEXÃO E EXTENSÃO DE MEMBROS SUPERIORES E INFERIORES,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
RETRAÇÃO DE APONEUROSE PALMAR (DUPUYTREN),nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
SUTURA DE FERIMENTOS COM OU SEM DESBRIDAMENTO,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TERAPIA POR PRESSÃO NEGATIVA (COM DIRETRIZ DE UTILIZAÇÃO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,148.0,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSECÇÃO DE RETALHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRANSFERÊNCIA INTERMEDIÁRIA DE RETALHO,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DA UNHA (ENXERTO),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
"TRATAMENTO CIRÚRGICO DE HEMANGIOMAS, LINFANGIOMAS OU NEVUS",nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DE BRIDAS CONSTRICTIVAS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO CIRÚRGICO DO ABSCESSO DE UNHA (DRENAGEM),nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DA MIIASE FURUNCULÓIDE,nan,nan,nan,Seg. Ambulatorial,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
TRATAMENTO DE ESCARAS OU ULCERAÇÕES COM RETALHOS CUTÂNEOS,nan,nan,nan,nan,HCO,HSO,REF,nan,nan,PROCEDIMENTOS,"PELE E TECIDO CELULAR SUBCUTÂNEO,MUCOSAS E ANEXOS",PROCEDIMENTOS CIRÚRGICOS E INVASIVOS
